id,handle,text,is_retweet,original_author,time,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,is_quote_status,lang,retweet_count,favorite_count
7.80832E+17,HillaryClinton,"We donâ€™t want to turn against each other.We want to work with one another.We want to set big goals in this country.#StrongerTogether",FALSE,,2016-09-27T18:10:07,HillaryClinton,7.81E+17,1339835893,FALSE,en,976,3313
7.80831E+17,HillaryClinton,"""What we hear from my opponent is dangerously incoherent. It's unclear what he's saying, but words matter."" â€”Hillary",FALSE,,2016-09-27T18:06:28,HillaryClinton,7.81E+17,1339835893,FALSE,en,957,2968
7.80831E+17,HillaryClinton,One candidate made it clear he wasnâ€™t prepared for last nightâ€™s debate. The other made it clear sheâ€™s prepared to bâ€_ https://t.co/InYZBmnbBM,FALSE,,2016-09-27T18:05:27,,,,FALSE,en,3336,9961
7.8083E+17,HillaryClinton,"""What kind of a person would want to root for 9 million families losing their homes?One who should never be president."" â€”Hillary on Trump",FALSE,,2016-09-27T18:02:54,HillaryClinton,7.81E+17,1339835893,FALSE,en,1127,3216
7.80829E+17,HillaryClinton,"""I donâ€™t think that any family should have to pay more than 10% of their income on child care.â€ù â€”Hillary https://t.co/pepW0auI8n",FALSE,,2016-09-27T17:58:15,HillaryClinton,7.81E+17,1339835893,FALSE,en,586,1681
7.80828E+17,HillaryClinton,"""Iâ€™m really glad my dad never had a contract with Donald Trump.â€ù â€”Hillary https://t.co/un2YiRLEYF",FALSE,,2016-09-27T17:55:26,HillaryClinton,7.81E+17,1339835893,FALSE,en,1580,2967
7.80828E+17,HillaryClinton,"When you work hard, you should not be living in poverty. https://t.co/86sTOCAkkq",FALSE,,2016-09-27T17:52:47,HillaryClinton,7.81E+17,1339835893,FALSE,en,557,1633
7.80826E+17,realDonaldTrump,"Well, now they're saying that I not only won the NBC Presidential Forum, but last night the big debate. Nice!",FALSE,,2016-09-27T17:47:36,,,,FALSE,en,8534,28578
7.80825E+17,HillaryClinton,"""We may have a record-setting turnout in this election.We could have the biggest turnout we've ever had."" https://t.co/tTgeqxNqYm",FALSE,,2016-09-27T17:44:07,HillaryClinton,7.81E+17,1339835893,FALSE,en,556,1546
7.80824E+17,HillaryClinton,"""You can go to https://t.co/tTgeqxNqYm to make sure you are registered. And I hope you all will.â€ù â€”Hillary #NationalVoterRegistrationDay",FALSE,,2016-09-27T17:40:05,HillaryClinton,7.81E+17,1339835893,FALSE,en,661,1326
7.80823E+17,HillaryClinton,Join Hillary live in NC for her first rally since winning last night's debate â†’ https://t.co/DzEpIDf7HY #NationalVoterRegistrationDay,FALSE,,2016-09-27T17:35:08,,,,FALSE,en,1115,3941
7.80819E+17,HillaryClinton,So. Everything you're feeling after #Debates2016? It's #NationalVoterRegistrationDay. PLEASE:â€_ https://t.co/YnOtJL8bW7,TRUE,shondarhimes,2016-09-27T17:20:13,,,,FALSE,en,1328,2435
7.80816E+17,HillaryClinton,"â€œDonald just criticized me for preparing for this debate. And you know what else I prepared for?I prepared to beâ€_ https://t.co/QjB01msPaT",FALSE,,2016-09-27T17:07:22,,,,FALSE,en,6185,16805
7.80814E+17,realDonaldTrump,"Thank you for your endorsement, @GovernorSununu. #MAGA https://t.co/8BEeQPsuyd",FALSE,,2016-09-27T16:58:58,,,,FALSE,en,4191,13152
7.80813E+17,HillaryClinton,Hillary was the winner of the first presidential debateâ€”and newspapers across America agree. #SheWonâ€_ https://t.co/oDiUHd0eXO,FALSE,,2016-09-27T16:54:22,,,,FALSE,en,2593,6269
7.80809E+17,HillaryClinton,"Trump sobre Alicia Machado en 1996: ""Miss Piggy""Esta maÃ±ana: ""AumentÃ_ mucho de peso... era un problema serio"". https://t.co/Sv92DhXTPJ",TRUE,Hillary_esp,2016-09-27T16:37:19,,,,FALSE,es,2252,3264
7.80807E+17,HillaryClinton,Register and vote for Democrats like @HillaryClinton and @KatieMcGintyPA: https://t.co/tu6W6eS9xR #iRegisteredâ€_ https://t.co/9ovdecqadN,TRUE,JoeBiden,2016-09-27T16:29:30,,,,FALSE,en,1235,3206
7.80805E+17,HillaryClinton,I've been fortunate to meet young Americans from all over the country. We all make choices. This is mine...â€_ https://t.co/bYoUE91TOO,TRUE,AndrewJenks,2016-09-27T16:24:03,,,,FALSE,en,804,2086
7.80802E+17,HillaryClinton,"""She gained a massive amount of weight...it was a real problem."" â€”Trump this morning on Alicia Machado https://t.co/LJPlFegSTs",FALSE,,2016-09-27T16:12:28,,,,FALSE,en,4829,7580
7.808E+17,HillaryClinton,"Today is #NationalVoterRegistrationDay - I was beaten, left bloody &amp; unconscious so that every person could register and vote. Do your part.",TRUE,repjohnlewis,2016-09-27T16:03:49,,,,FALSE,en,20006,24333
7.80799E+17,HillaryClinton,More than 70 million Americans aren't registered to vote. We have to do better! Get registered &amp; spread the word: https://t.co/IobF5PQ7jv,TRUE,jasoncollins98,2016-09-27T16:01:04,,,,FALSE,en,1138,1554
7.80798E+17,HillaryClinton,"When you have a really, really good night. #SheWon https://t.co/FVeGqhYxRZ",FALSE,,2016-09-27T15:54:07,,,,FALSE,en,8242,35744
7.80796E+17,realDonaldTrump,"Such a great honor. Final debate polls are in - and the MOVEMENT wins!#AmericaFirst #MAGA #ImWithYouâ€_ https://t.co/DV1BKMwHEM",FALSE,,2016-09-27T15:47:29,,,,FALSE,en,13576,27245
7.80795E+17,HillaryClinton,"""Register. Vote. Go out and get engaged!â€ù â€”@JoeBiden #NationalVoterRegistrationDay https://t.co/tTgeqxNqYm",FALSE,,2016-09-27T15:42:48,,,,FALSE,en,1350,2874
7.80792E+17,HillaryClinton,"""I'm glad Trump found out that Crimea was part of Ukraine. By the way, I heard he was on the verge of acknowledging gravity."" â€”@JoeBiden",FALSE,,2016-09-27T15:32:57,,,,FALSE,en,5557,16289
7.80791E+17,HillaryClinton,"â€œLet me tell you who built this damn country: the middle class.â€ù â€”@JoeBidenLet's keep building it, together: https://t.co/tTgeqxNqYm",FALSE,,2016-09-27T15:26:17,,,,FALSE,en,1453,4741
7.80787E+17,HillaryClinton,One moment last night that provedâ€”againâ€”that Hillary's the only candidate ready to lead on the global stage: https://t.co/i4lrw7BpE9 #SheWon,FALSE,,2016-09-27T15:12:56,,,,FALSE,en,1452,4840
7.80783E+17,realDonaldTrump,'U.S. Murders Increased 10.8% in 2015' via @WSJ: https://t.co/CIJMQJhLqp,FALSE,,2016-09-27T14:55:57,,,,FALSE,en,5365,10729
7.80782E+17,HillaryClinton,"""Anyone who complains about microphone problems is not having a good night."" â€”Hillary #SheWon",FALSE,,2016-09-27T14:53:01,,,,FALSE,en,4773,14979
7.80782E+17,realDonaldTrump,"Thank you! #TrumpWon #MAGA https://t.co/a5rr1i38km",FALSE,,2016-09-27T14:51:25,,,,FALSE,en,7255,17380
7.80781E+17,realDonaldTrump,Hillary's been failing for 30 years in not getting the job done - it will never change.,FALSE,,2016-09-27T14:49:09,,,,FALSE,en,12127,31856
7.80768E+17,HillaryClinton,"Trump on Alicia, 1996: ""Miss Piggy.""This morning: ""She gained a massive amount of weight...it was a real problem."" https://t.co/0wrISjJe6z",FALSE,,2016-09-27T13:57:55,,,,FALSE,en,16476,22611
7.80766E+17,realDonaldTrump,'True blue-collar billionaire Donald Trump shows Hillary Clinton is out of touch' https://t.co/NHO1OicfVm,FALSE,,2016-09-27T13:49:07,,,,FALSE,en,5827,14338
7.80758E+17,realDonaldTrump,The #1 trend on Twitter right now is #TrumpWon - thank you!,FALSE,,2016-09-27T13:17:40,,,,FALSE,en,19561,52449
7.80758E+17,realDonaldTrump,I won every poll from last nights Presidential Debate - except for the little watched @CNN poll.,FALSE,,2016-09-27T13:14:55,,,,FALSE,en,9598,29309
7.80753E+17,realDonaldTrump,"'How Trump won over a bar full of undecideds and Democrats'https://t.co/WWO39kxn8Y",FALSE,,2016-09-27T12:55:31,,,,FALSE,en,6704,15988
7.80752E+17,realDonaldTrump,I really enjoyed the debate last night.Crooked Hillary says she is going to do so many things.Why hasn't she done them in her last 30 years?,FALSE,,2016-09-27T12:53:42,,,,FALSE,en,21628,59791
7.80747E+17,HillaryClinton,"""I have a winning temperament."" â€”Donald Trump last night Really? #SheWon https://t.co/nMTFoISagO",FALSE,,2016-09-27T12:32:21,,,,FALSE,en,4120,10456
7.80738E+17,HillaryClinton,Only one person on last night's stage is prepared to be Commander-in-Chief. Make sure she gets the chance:â€_ https://t.co/o50AezGRrb,FALSE,,2016-09-27T11:57:38,,,,FALSE,en,6253,17113
7.8072E+17,realDonaldTrump,Great debate poll numbers - I will be on @foxandfriends at 7:00 to discuss. Enjoy!,FALSE,,2016-09-27T10:44:58,,,,FALSE,en,4437,16423
7.80656E+17,realDonaldTrump,"Thank you! Four new #DebateNight polls with the MOVEMENT winning. Together, we will MAKE AMERICA SAFE &amp; GREAT AGAINâ€_ https://t.co/39FCnUf8Pb",FALSE,,2016-09-27T06:32:29,,,,FALSE,en,10829,24078
7.80647E+17,realDonaldTrump,".@DRUDGE_REPORT's First Presidential Debate Poll:Trump: 80%Clinton: 20%Join the MOVEMENT today &amp; lets #MAGA!â€_ https://t.co/B12lgC97tn",FALSE,,2016-09-27T05:54:42,,,,FALSE,en,10763,24643
7.80644E+17,realDonaldTrump,"Thank you! CNBC #DebateNight poll with over 400,000 votes. Trump 61%Clinton 39%#AmericaFirst #ImWithYouâ€_ https://t.co/MJ3NwA98op",FALSE,,2016-09-27T05:44:02,,,,FALSE,en,16167,34480
7.80642E+17,realDonaldTrump,"TIME #DebateNight poll - over 800,000 votes. Thank you! #AmericaFirst #MAGA https://t.co/bTPX9E0wKu",FALSE,,2016-09-27T05:36:33,,,,FALSE,en,12479,27258
7.80638E+17,realDonaldTrump,".@newtgingrich just said ""a historic victory for Trump."" NICE!",FALSE,,2016-09-27T05:18:10,,,,FALSE,en,7709,24434
7.80637E+17,HillaryClinton,"Tonight, @HillaryClinton proved she is ready to be President â€” and Donald Trump proved he is not. #debatenight https://t.co/Zeq5iF09Bc",TRUE,JoeBiden,2016-09-27T05:16:56,,,,FALSE,en,10733,30012
7.80627E+17,realDonaldTrump,"Wow, did great in the debate polls (except for @CNN - which I don't watch). Thank you!",FALSE,,2016-09-27T04:34:09,,,,FALSE,en,12739,40321
7.80619E+17,HillaryClinton,43 days left. Letâ€™s go win this thing: https://t.co/vJShYQPqJb #DebateNight https://t.co/MzR30MEI0J,FALSE,,2016-09-27T04:04:38,,,,FALSE,en,6505,21912
7.80619E+17,realDonaldTrump,"Thank you Governor @TerryBranstad! #AmericaFirst #Debates2016 https://t.co/yIeZctdQy8",FALSE,,2016-09-27T04:02:51,,,,TRUE,en,5578,14830
7.80618E+17,realDonaldTrump,"Thank you Governor @Mike_Pence!Lets MAKE AMERICA SAFE AND GREAT AGAIN with the American people. #AmericaFirstâ€_ https://t.co/6k7qP9X8nC",FALSE,,2016-09-27T04:01:32,,,,TRUE,en,7350,22113
7.80618E+17,realDonaldTrump,"Thank you Senator @TedCruz!#Debates2016 #MAGA https://t.co/cgO6109USJ",FALSE,,2016-09-27T03:58:24,,,,FALSE,en,18519,39447
7.80616E+17,HillaryClinton,.@timkaine That's what we @Wellesley girls do! And it's so clear @HillaryClinton is the only candidate prepared to be president #debatenight,TRUE,madeleine,2016-09-27T03:52:39,,,,FALSE,en,3229,10833
7.80613E+17,HillaryClinton,#DebateNight https://t.co/x4oTfkIlHS,FALSE,,2016-09-27T03:41:28,,,,FALSE,und,36243,72815
7.80611E+17,HillaryClinton,"Donald Trump called her ""Miss Piggy"" and ""Miss Housekeeping.""Her name is Alicia Machado. #DebateNight https://t.co/0wrISjJe6z",FALSE,,2016-09-27T03:33:57,,,,FALSE,en,57182,74103
7.80607E+17,HillaryClinton,Hillary Clinton did what she needed to do: https://t.co/OhN5ZjCu2G https://t.co/4P3f6pNXB3,TRUE,TheAtlantic,2016-09-27T03:18:22,,,,FALSE,en,2277,6913
7.80607E+17,HillaryClinton,"Tonight, we heard from two candidates -- but only one president. #ImWithHer",TRUE,ChadHGriffin,2016-09-27T03:14:49,,,,FALSE,en,7576,20896
7.80606E+17,HillaryClinton,"""Hillary won big time. It was a shut out."" -- @HardballChris #debatenight",TRUE,hardball,2016-09-27T03:12:31,,,,FALSE,en,4682,12991
7.80604E+17,HillaryClinton,Clinton won this debate in part because she had more stamina for this than Trump. He flagged badly after 30 minutes. She didn't.,TRUE,ezraklein,2016-09-27T03:03:24,,,,FALSE,en,8546,22141
7.80602E+17,HillaryClinton,The presidency isn't a reality showâ€”it's as real as it gets. Make sure you're registered to vote:â€_ https://t.co/gBZ42fzFnF,FALSE,,2016-09-27T02:57:56,,,,FALSE,en,8550,20188
7.80601E+17,HillaryClinton,Text IMWITHHER to 47246 to tell Hillary you're on her team all the way to Election Day. #debatenight https://t.co/YzlkvzVTGY,FALSE,,2016-09-27T02:50:50,,,,FALSE,en,3134,12026
7.806E+17,HillaryClinton,Gracias seÃ±ora @HillaryClinton su respeto a las mujeres y nuestras diferencias la hacen grande! Estoy con usted!,TRUE,machadooficial,2016-09-27T02:48:53,,,,FALSE,es,11939,22707
7.80599E+17,HillaryClinton,RT this if you're proud to be standing with Hillary tonight. #debatenight https://t.co/91tBmKxVMs,FALSE,,2016-09-27T02:45:44,,,,FALSE,en,80169,80678
7.80599E+17,HillaryClinton,Hillary just proved she's the only candidate who's ready to be president. Chip in now and let's go win this thing: https://t.co/ATqqxWU0Hc,FALSE,,2016-09-27T02:43:15,,,,FALSE,en,5065,16336
7.80599E+17,realDonaldTrump,".@HillaryClintonâ€™s Nuclear Agreement Paved The Way For The $400 Million Ransom Payment #DebateNighthttps://t.co/qfZTx6aKYs",FALSE,,2016-09-27T02:42:49,,,,FALSE,en,8575,19522
7.80598E+17,realDonaldTrump,Nothing on emails. Nothing on the corrupt Clinton Foundation. And nothing on #Benghazi. #Debates2016 #debatenight,FALSE,,2016-09-27T02:40:26,,,,FALSE,en,30921,56562
7.80598E+17,HillaryClinton,"When Donald Trump says he has a ""winning temperament."" #debatenight https://t.co/ElQ7aG2vxu",FALSE,,2016-09-27T02:40:04,,,,FALSE,en,26656,48875
7.80597E+17,HillaryClinton,The woman Trump called â€œMiss Piggyâ€ù has a name: Alicia. #debatenight https://t.co/XlthzE8X8j,FALSE,,2016-09-27T02:38:01,,,,FALSE,en,23394,36574
7.80597E+17,realDonaldTrump,.@HillaryClinton - Obama #ISIS Strategy Has Allowed It To Expand To Become A Global Threat #DebateNight https://t.co/f7PctDE31L,FALSE,,2016-09-27T02:36:11,,,,FALSE,en,6680,15499
7.80597E+17,HillaryClinton,"""When Donald Trump spends 11 hours testifying in front of a congressional committee, he can talk to me about stamina."" â€”Hillary #debatenight",FALSE,,2016-09-27T02:35:21,,,,FALSE,en,20652,46042
7.80596E+17,realDonaldTrump,.@realDonaldTrump calling out @HillaryClinton's support for NAFTA = most searched moment during tonight's debate.â€_ https://t.co/2BovwrJisi,TRUE,TeamTrump,2016-09-27T02:33:59,,,,FALSE,en,6139,13209
7.80595E+17,HillaryClinton,"Donald Trump's ""cavalier attitude about nuclear weapons is so deeply troubling.â€ù #DebateNight https://t.co/z66rUZz31J",FALSE,,2016-09-27T02:30:00,,,,FALSE,en,5011,13026
7.80595E+17,realDonaldTrump,"Russia has more warheads than ever, N Korea is testing nukes, and Iran got a sweetheart deal to keep theirs. Thanks, @HillaryClinton.",FALSE,,2016-09-27T02:28:26,,,,FALSE,en,11851,26791
7.80595E+17,HillaryClinton,.@realDonaldTrump: Barack Obama is your president too. #debatenight,FALSE,,2016-09-27T02:27:23,,,,FALSE,en,17402,38775
7.80594E+17,HillaryClinton,A man who can be provoked by a tweet should not have his hands anywhere near the nuclear codes. #DebateNight,FALSE,,2016-09-27T02:26:33,,,,FALSE,en,45008,82338
7.80594E+17,realDonaldTrump,"Hillary Clinton failed all over the world. âùŒLIBYAâùŒSYRIAâùŒIRANâùŒIRAQâùŒASIA PIVOTâùŒRUSSIAN RESETâùŒBENGHAZIâ€_ https://t.co/OoakXs2rij",FALSE,,2016-09-27T02:26:13,,,,FALSE,en,21745,40457
7.80594E+17,HillaryClinton,This should go without saying: Taking nuclear war lightly is disqualifying for anyone seeking to be President of thâ€_ https://t.co/OXigxJhmqJ,FALSE,,2016-09-27T02:26:01,,,,FALSE,en,5820,13113
7.80594E+17,HillaryClinton,"Donald Trump says he has better temperament than Hillary Clinton.Fact check: He is Donald Trump. #debate",TRUE,TheBriefing2016,2016-09-27T02:24:39,,,,FALSE,en,5646,10367
7.80593E+17,realDonaldTrump,"100% TRUE --&gt; @realDonaldTrump is right - @HillaryClinton did call TPP â€˜the gold standardâ€™ #Debates2016 https://t.co/W7L7a9wSCB",TRUE,TeamTrump,2016-09-27T02:22:12,,,,FALSE,en,7419,12728
7.80593E+17,realDonaldTrump,Hillary Clinton is the only candidate on stage who voted for the Iraq War. #Debates2016 #MAGA https://t.co/Um5WJXEEKr,FALSE,,2016-09-27T02:21:59,,,,FALSE,en,9001,20725
7.80593E+17,realDonaldTrump,".@HillaryClinton's 2008 Campaign And Supporters Trafficked In Rumors About Obama's Heritage #DebateNight https://t.co/6EEOAaCiNv",FALSE,,2016-09-27T02:19:47,,,,FALSE,en,5763,12471
7.80593E+17,realDonaldTrump,"Hillary's policies have made America less safe, that's why 200+ general and military leaders have endorsedâ€_ https://t.co/x7sBpy0CEV",TRUE,TeamTrump,2016-09-27T02:19:20,,,,FALSE,en,4741,10739
7.80592E+17,HillaryClinton,"""I hope the fact-checkers are turning up the volume. Donald Trump supported the invasion of Iraq.â€ù https://t.co/CoyJtoyxd0",FALSE,,2016-09-27T02:18:09,,,,TRUE,en,7062,12598
7.80592E+17,HillaryClinton,This is... still not true! #debate https://t.co/6SKFZunCL5,TRUE,TheBriefing2016,2016-09-27T02:16:53,,,,FALSE,en,1387,2339
7.80591E+17,HillaryClinton,What is the deal with Donald Trump and Russia? https://t.co/xUYxOdoYo3 #debatenight,FALSE,,2016-09-27T02:13:57,,,,FALSE,en,2540,4893
7.80591E+17,HillaryClinton,Trump's top Russia advisor is being probed for meeting with the Kremlin aide in charge of US election intelligence.  https://t.co/GN5Gg4ug0L,TRUE,TheBriefing2016,2016-09-27T02:13:36,,,,FALSE,en,1213,1638
7.8059E+17,realDonaldTrump,"Jesse Jackson on @realDonaldTrump - when he donated space for the Rainbow/Push Coalition. #DebateNight https://t.co/JTbqO0DNzy",TRUE,DanScavino,2016-09-27T02:10:30,,,,FALSE,en,5055,8520
7.8059E+17,HillaryClinton,"When Donald Trump goes low, we go high. #DebateNight https://t.co/5MUlOMJqWM",FALSE,,2016-09-27T02:08:29,,,,FALSE,en,6189,16416
7.80589E+17,HillaryClinton,"When a man is sued for discriminating against black tenants &amp; pushes birtherism, he's giving you an idea of what kind of president he'd be.",FALSE,,2016-09-27T02:06:51,,,,FALSE,en,13915,26574
7.80589E+17,HillaryClinton,This is just one of the business practices that led to Donald Trump being sued for discrimination. #Debateâ€_ https://t.co/PoXvMnGfCy,TRUE,TheBriefing2016,2016-09-27T02:05:18,,,,FALSE,en,1523,1946
7.80589E+17,HillaryClinton,"Donald Trump's answer for his five years of pushing the racist birther conspiracy theory?""I say nothing."" #debatenight",FALSE,,2016-09-27T02:04:16,,,,FALSE,en,6274,13551
7.80588E+17,HillaryClinton,"""Trump just criticized me for preparing for this debate. You know what else I prepared for? Being president."" #DebateNight",FALSE,,2016-09-27T02:01:59,,,,FALSE,en,51681,102655
7.80588E+17,HillaryClinton,President Obama was born in the United States. Heâ€™s American. Trump only has one reason for refusing to admit it. #debatenight,FALSE,,2016-09-27T02:01:05,,,,FALSE,en,6818,17734
7.80588E+17,HillaryClinton,"Still a complete lie. #DebateNight https://t.co/F8aCfIqYWs",FALSE,,2016-09-27T01:59:34,,,,TRUE,en,4564,7201
7.80587E+17,HillaryClinton,Donald Trump is more concerned with pandering to the gun lobby than keeping families safe. #DebateNight https://t.co/LspcUJNUc5,FALSE,,2016-09-27T01:56:13,,,,FALSE,en,7324,13832
7.80587E+17,HillaryClinton,"The fact that Trump's answer to a question about racial injustice is just ""we need law and order"" pretty much says it all. #debatenight",FALSE,,2016-09-27T01:55:11,,,,FALSE,en,10882,21951
7.80586E+17,HillaryClinton,Weâ€™ve got to address the systemic racism in our criminal justice system and end private prisons. #DebateNight https://t.co/8afCXJAAjI,FALSE,,2016-09-27T01:54:38,,,,FALSE,en,2587,6006
7.80586E+17,HillaryClinton,How Hillary Clinton Took Charge In The First Presidential Debate https://t.co/4gwtCnACV0,TRUE,BuzzFeedBen,2016-09-27T01:52:02,,,,FALSE,en,1259,2676
7.80586E+17,realDonaldTrump,I will stand with police and protect ALL Americans! #Debates2016 #MAGA https://t.co/CX4oEWgEMp,FALSE,,2016-09-27T01:51:58,,,,FALSE,en,12173,33572
7.80585E+17,HillaryClinton,We are not going to bring New Yorkâ€™s unconstitutional stop-and-frisk program nationwide. #debatenight,FALSE,,2016-09-27T01:50:42,,,,FALSE,en,6923,17156
7.80585E+17,realDonaldTrump,"When @realDonaldTrump is POTUS, families are going to be safe and secure. Law and order will be RESTORED! #MAGAâ€_ https://t.co/4Qo9gV7mgc",TRUE,TeamTrump,2016-09-27T01:50:01,,,,FALSE,en,4550,11239
7.80584E+17,HillaryClinton,"""Maybe he didn't do a good job."" â€”Donald TrumpLooks like you â€œlovedâ€ù it at the time. #DebateNightâ€_ https://t.co/LelC6Tb3nj",FALSE,,2016-09-27T01:44:51,,,,FALSE,en,4435,8347
7.80584E+17,realDonaldTrump,WATCH: @realDonaldTrump on the stakes in this election #Debates2016 https://t.co/l7DSbPXDGh,TRUE,TeamTrump,2016-09-27T01:44:01,,,,FALSE,en,1936,5930
7.80583E+17,HillaryClinton,"""It's about time this country had somebody running it who has an idea about money."" â€”Trump #debatenight https://t.co/dpDrKCHVCd",FALSE,,2016-09-27T01:40:50,,,,FALSE,en,2469,5868
7.80583E+17,HillaryClinton,"Paying zero in taxes doesnâ€™t make you ""smart.""It makes you a tax evader. https://t.co/g9nQkSRvTB",FALSE,,2016-09-27T01:39:14,,,,FALSE,en,20195,33668
7.80582E+17,HillaryClinton,No wonder Donald Trump is hiding his tax returns. #debatenight https://t.co/gcvsadMwHJ,FALSE,,2016-09-27T01:37:26,,,,FALSE,en,8568,15157
7.80582E+17,realDonaldTrump,"This is the simple fact about @HillaryClinton: she is a typical politician - all talk, no action. #Debates2016",FALSE,,2016-09-27T01:36:50,,,,FALSE,en,13308,32127
7.80581E+17,HillaryClinton,"No legit reason @realDonaldTrump can't release returns while being audited, but if scared, release earlier returns no longer under audit.",TRUE,MittRomney,2016-09-27T01:34:32,,,,FALSE,en,11973,15567
7.80581E+17,realDonaldTrump,HILLARY'S BAD TAX HABIT! https://t.co/x3FBy8Hdq2,FALSE,,2016-09-27T01:33:59,,,,FALSE,en,11774,21663
7.80581E+17,realDonaldTrump,A Clinton economy = more taxes and more spending! #DebateNight https://t.co/oFlaAhrwe5,FALSE,,2016-09-27T01:32:25,,,,FALSE,en,7878,16568
7.8058E+17,realDonaldTrump,.@HillaryClinton has been part of the rigged DC system for 30 years? Why would we take policy advice from her? #Debates2016,FALSE,,2016-09-27T01:28:50,,,,FALSE,en,9707,22634
